country_code,country,year,population,age_range,rate_type,suicide_rate,lower_bound,upper_bound
484,Mexico,2019,Total,15 to 29 years,RATE_PER_100000,7.26,,
484,Mexico,2019,Total,25 to 34 years,RATE_PER_100000,7.45,,
104,Myanmar,2019,Total,30 to 49 years,RATE_PER_100000,3.71,,
104,Myanmar,2019,Total,65 to 74 years,RATE_PER_100000,5.46,,
104,Myanmar,2019,Female,25 to 34 years,RATE_PER_100000,1.21,,
104,Myanmar,2019,Female,35 to 44 years,RATE_PER_100000,1.15,,
484,Mexico,2019,Total,30 to 49 years,RATE_PER_100000,7.39,,
484,Mexico,2019,Total,65 to 74 years,RATE_PER_100000,5.67,,
484,Mexico,2019,Total,75 to 84 years,RATE_PER_100000,7.83,,
484,Mexico,2019,Total,85 plus years,RATE_PER_100000,10.03,,
484,Mexico,2019,Female,15 to 29 years,RATE_PER_100000,3.77,,
484,Mexico,2019,Female,45 to 54 years,RATE_PER_100000,1.75,,
484,Mexico,2019,Male,45 to 54 years,RATE_PER_100000,11.36,,
484,Mexico,2019,Male,Total years,RATE_PER_100000,8.54,6.95,10.3816
807,North Macedonia,2019,Total,25 to 34 years,RATE_PER_100000,7.03,,
807,North Macedonia,2019,Total,55 to 64 years,RATE_PER_100000,14.45,,
807,North Macedonia,2019,Total,75 to 84 years,RATE_PER_100000,25.43,,
807,North Macedonia,2019,Female,15 to 19 years,RATE_PER_100000,2.11,,
807,North Macedonia,2019,Female,65 to 74 years,RATE_PER_100000,9.89,,
807,North Macedonia,2019,Female,75 to 84 years,RATE_PER_100000,12.87,,
807,North Macedonia,2019,Male,15 to 19 years,RATE_PER_100000,4.51,,
807,North Macedonia,2019,Male,65 to 74 years,RATE_PER_100000,32.05,,
807,North Macedonia,2019,Male,75 to 84 years,RATE_PER_100000,42.83,,
807,North Macedonia,2019,Male,Total years,RATE_PER_100000,13.9388,9.1,20.3005
466,Mali,2019,Total,25 to 34 years,RATE_PER_100000,4.04,,
466,Mali,2019,Total,35 to 44 years,RATE_PER_100000,6.09,,
466,Mali,2019,Female,15 to 24 years,RATE_PER_100000,2.04,,
466,Mali,2019,Female,35 to 44 years,RATE_PER_100000,3.29,,
466,Mali,2019,Female,45 to 54 years,RATE_PER_100000,7.23,,
466,Mali,2019,Female,75 to 84 years,RATE_PER_100000,31.97,,
466,Mali,2019,Female,85 plus years,RATE_PER_100000,91.58,,
466,Mali,2019,Male,15 to 24 years,RATE_PER_100000,3.72,,
466,Mali,2019,Male,55 to 64 years,RATE_PER_100000,22.03,,
470,Malta,2019,Total,55 to 64 years,RATE_PER_100000,6.79,,
807,North Macedonia,2019,Female,30 to 49 years,RATE_PER_100000,3.56,,
807,North Macedonia,2019,Female,35 to 44 years,RATE_PER_100000,2.32,,
807,North Macedonia,2019,Female,55 to 64 years,RATE_PER_100000,8.74,,
807,North Macedonia,2019,Male,25 to 34 years,RATE_PER_100000,10.47,,
470,Malta,2019,Total,Total years,RATE_PER_100000,6.06,4.51,7.91
470,Malta,2019,Female,15 to 24 years,RATE_PER_100000,2.04,,
470,Malta,2019,Female,75 to 84 years,RATE_PER_100000,0.76,,
470,Malta,2019,Female,Total years,RATE_PER_100000,2.27,1.64,3.04
807,North Macedonia,2019,Male,30 to 49 years,RATE_PER_100000,11.22,,
807,North Macedonia,2019,Male,85 plus years,RATE_PER_100000,98.13,,
466,Mali,2019,Total,15 to 29 years,RATE_PER_100000,3.16,,
466,Mali,2019,Total,30 to 49 years,RATE_PER_100000,6.17,,
470,Malta,2019,Male,15 to 19 years,RATE_PER_100000,3.52,,
470,Malta,2019,Male,75 to 84 years,RATE_PER_100000,11.51,,
470,Malta,2019,Male,85 plus years,RATE_PER_100000,30.18,,
104,Myanmar,2019,Total,15 to 24 years,RATE_PER_100000,3.39,,
104,Myanmar,2019,Total,15 to 29 years,RATE_PER_100000,3.57,,
104,Myanmar,2019,Total,35 to 44 years,RATE_PER_100000,3.74,,
104,Myanmar,2019,Total,75 to 84 years,RATE_PER_100000,6.42,,
104,Myanmar,2019,Total,Total years,RATE_PER_100000,2.9,1.76,4.37
466,Mali,2019,Total,45 to 54 years,RATE_PER_100000,11.7,,
466,Mali,2019,Total,55 to 64 years,RATE_PER_100000,18.22,,
466,Mali,2019,Total,85 plus years,RATE_PER_100000,115.69,,
466,Mali,2019,Female,15 to 19 years,RATE_PER_100000,1.93,,
466,Mali,2019,Female,15 to 29 years,RATE_PER_100000,2.14,,
466,Mali,2019,Female,25 to 34 years,RATE_PER_100000,2.34,,
466,Mali,2019,Female,30 to 49 years,RATE_PER_100000,3.37,,
466,Mali,2019,Female,55 to 64 years,RATE_PER_100000,15.05,,
466,Mali,2019,Female,Total years,RATE_PER_100000,2.94,1.6,4.88
466,Mali,2019,Male,15 to 29 years,RATE_PER_100000,4.16,,
466,Mali,2019,Male,25 to 34 years,RATE_PER_100000,5.73,,
466,Mali,2019,Male,30 to 49 years,RATE_PER_100000,9.01,,
466,Mali,2019,Male,35 to 44 years,RATE_PER_100000,8.94,,
466,Mali,2019,Male,45 to 54 years,RATE_PER_100000,16.51,,
470,Malta,2019,Total,65 to 74 years,RATE_PER_100000,3.34,,
470,Malta,2019,Total,75 to 84 years,RATE_PER_100000,5.47,,
470,Malta,2019,Female,30 to 49 years,RATE_PER_100000,4.29,,
470,Malta,2019,Female,65 to 74 years,RATE_PER_100000,1.14,,
470,Malta,2019,Male,15 to 24 years,RATE_PER_100000,5.16,,
470,Malta,2019,Male,15 to 29 years,RATE_PER_100000,7.65,,
470,Malta,2019,Male,35 to 44 years,RATE_PER_100000,16.08,,
470,Malta,2019,Male,55 to 64 years,RATE_PER_100000,10.9,,
104,Myanmar,2019,Total,45 to 54 years,RATE_PER_100000,3.31,,
104,Myanmar,2019,Total,85 plus years,RATE_PER_100000,12.59,,
450,Madagascar,2019,Female,15 to 24 years,RATE_PER_100000,1.95,,
450,Madagascar,2019,Female,15 to 29 years,RATE_PER_100000,2.13,,
450,Madagascar,2019,Female,65 to 74 years,RATE_PER_100000,19.51,,
450,Madagascar,2019,Male,15 to 24 years,RATE_PER_100000,4.92,,
450,Madagascar,2019,Male,25 to 34 years,RATE_PER_100000,6.85,,
450,Madagascar,2019,Male,30 to 49 years,RATE_PER_100000,9.66,,
462,Maldives,2019,Total,15 to 24 years,RATE_PER_100000,3.19,,
462,Maldives,2019,Total,65 to 74 years,RATE_PER_100000,6.94,,
104,Myanmar,2019,Female,15 to 19 years,RATE_PER_100000,1.07,,
104,Myanmar,2019,Female,65 to 74 years,RATE_PER_100000,2.56,,
104,Myanmar,2019,Male,15 to 19 years,RATE_PER_100000,4.34,,
104,Myanmar,2019,Male,15 to 24 years,RATE_PER_100000,5.63,,
104,Myanmar,2019,Male,25 to 34 years,RATE_PER_100000,6.96,,
499,Montenegro,2019,Total,15 to 24 years,RATE_PER_100000,11.16,,
499,Montenegro,2019,Total,15 to 29 years,RATE_PER_100000,12.6,,
499,Montenegro,2019,Total,25 to 34 years,RATE_PER_100000,14.62,,
462,Maldives,2019,Total,Total years,RATE_PER_100000,2.74,1.75,4.06
462,Maldives,2019,Female,15 to 24 years,RATE_PER_100000,1.24,,
462,Maldives,2019,Female,65 to 74 years,RATE_PER_100000,2.03,,
462,Maldives,2019,Female,Total years,RATE_PER_100000,0.803,0.478,1.27
462,Maldives,2019,Male,15 to 19 years,RATE_PER_100000,4.85,,
462,Maldives,2019,Male,25 to 34 years,RATE_PER_100000,4.69,,
462,Maldives,2019,Male,55 to 64 years,RATE_PER_100000,5.09,,
484,Mexico,2019,Total,15 to 19 years,RATE_PER_100000,6.61,,
104,Myanmar,2019,Female,15 to 29 years,RATE_PER_100000,1.17,,
104,Myanmar,2019,Female,30 to 49 years,RATE_PER_100000,1.2,,
104,Myanmar,2019,Male,15 to 29 years,RATE_PER_100000,6.01,,
104,Myanmar,2019,Male,65 to 74 years,RATE_PER_100000,9.53,,
104,Myanmar,2019,Male,85 plus years,RATE_PER_100000,24.7,,
499,Montenegro,2019,Total,15 to 19 years,RATE_PER_100000,5.4,,
499,Montenegro,2019,Total,30 to 49 years,RATE_PER_100000,18.39,,
499,Montenegro,2019,Total,45 to 54 years,RATE_PER_100000,25.65,,
484,Mexico,2019,Total,15 to 24 years,RATE_PER_100000,7.08,,
484,Mexico,2019,Total,45 to 54 years,RATE_PER_100000,6.27,,
484,Mexico,2019,Total,Total years,RATE_PER_100000,5.31,4.3,6.48
484,Mexico,2019,Female,25 to 34 years,RATE_PER_100000,2.98,,
104,Myanmar,2019,Female,45 to 54 years,RATE_PER_100000,1.29,,
104,Myanmar,2019,Female,Total years,RATE_PER_100000,1.07,0.627,1.74
104,Myanmar,2019,Male,35 to 44 years,RATE_PER_100000,6.51,,
104,Myanmar,2019,Male,75 to 84 years,RATE_PER_100000,11.48,,
104,Myanmar,2019,Male,Total years,RATE_PER_100000,4.85,2.98,7.2
499,Montenegro,2019,Total,35 to 44 years,RATE_PER_100000,18.65,,
499,Montenegro,2019,Total,75 to 84 years,RATE_PER_100000,52.4,,
499,Montenegro,2019,Total,Total years,RATE_PER_100000,20.9526,13.9578,30.5179
484,Mexico,2019,Female,30 to 49 years,RATE_PER_100000,2.51,,
484,Mexico,2019,Female,35 to 44 years,RATE_PER_100000,2.76,,
484,Mexico,2019,Female,65 to 74 years,RATE_PER_100000,1.4,,
484,Mexico,2019,Female,75 to 84 years,RATE_PER_100000,2.67,,
499,Montenegro,2019,Total,85 plus years,RATE_PER_100000,94.67,,
499,Montenegro,2019,Female,15 to 29 years,RATE_PER_100000,6.64,,
499,Montenegro,2019,Female,25 to 34 years,RATE_PER_100000,8.46,,
499,Montenegro,2019,Female,65 to 74 years,RATE_PER_100000,17.39,,
484,Mexico,2019,Female,Total years,RATE_PER_100000,2.22,1.76,2.75
484,Mexico,2019,Male,15 to 24 years,RATE_PER_100000,10.13,,
484,Mexico,2019,Male,30 to 49 years,RATE_PER_100000,12.75,,
484,Mexico,2019,Male,65 to 74 years,RATE_PER_100000,10.67,,
499,Montenegro,2019,Female,15 to 19 years,RATE_PER_100000,3.77,,
499,Montenegro,2019,Female,15 to 24 years,RATE_PER_100000,6.14,,
499,Montenegro,2019,Female,30 to 49 years,RATE_PER_100000,9.4,,
499,Montenegro,2019,Male,45 to 54 years,RATE_PER_100000,41.38,,
499,Montenegro,2019,Male,55 to 64 years,RATE_PER_100000,54.06,,
499,Montenegro,2019,Male,65 to 74 years,RATE_PER_100000,63.92,,
496,Mongolia,2019,Total,15 to 29 years,RATE_PER_100000,25.11,,
496,Mongolia,2019,Total,55 to 64 years,RATE_PER_100000,15.16,,
807,North Macedonia,2019,Total,30 to 49 years,RATE_PER_100000,7.47,,
807,North Macedonia,2019,Total,85 plus years,RATE_PER_100000,58.64,,
807,North Macedonia,2019,Total,Total years,RATE_PER_100000,9.39,6.14,13.6962
807,North Macedonia,2019,Female,15 to 24 years,RATE_PER_100000,2.17,,
807,North Macedonia,2019,Female,15 to 29 years,RATE_PER_100000,2.26,,
807,North Macedonia,2019,Female,Total years,RATE_PER_100000,4.84,3.17,7.08
807,North Macedonia,2019,Male,15 to 24 years,RATE_PER_100000,3.72,,
807,North Macedonia,2019,Male,15 to 29 years,RATE_PER_100000,6.6,,
496,Mongolia,2019,Total,Total years,RATE_PER_100000,17.8852,10.9781,27.56
496,Mongolia,2019,Female,35 to 44 years,RATE_PER_100000,6.56,,
496,Mongolia,2019,Female,45 to 54 years,RATE_PER_100000,6.53,,
496,Mongolia,2019,Female,55 to 64 years,RATE_PER_100000,4.54,,
496,Mongolia,2019,Male,15 to 24 years,RATE_PER_100000,30.46,,
496,Mongolia,2019,Male,25 to 34 years,RATE_PER_100000,58.13,,
496,Mongolia,2019,Male,45 to 54 years,RATE_PER_100000,41.1,,
496,Mongolia,2019,Male,65 to 74 years,RATE_PER_100000,24.75,,
807,North Macedonia,2019,Male,35 to 44 years,RATE_PER_100000,10.99,,
807,North Macedonia,2019,Male,45 to 54 years,RATE_PER_100000,20.12,,
807,North Macedonia,2019,Male,55 to 64 years,RATE_PER_100000,20.34,,
466,Mali,2019,Total,65 to 74 years,RATE_PER_100000,29.48,,
499,Montenegro,2019,Male,15 to 29 years,RATE_PER_100000,18.07,,
499,Montenegro,2019,Male,75 to 84 years,RATE_PER_100000,92.82,,
499,Montenegro,2019,Male,Total years,RATE_PER_100000,31.7028,20.9892,46.6171
496,Mongolia,2019,Total,15 to 19 years,RATE_PER_100000,13.94,,
496,Mongolia,2019,Total,30 to 49 years,RATE_PER_100000,30.21,,
496,Mongolia,2019,Total,75 to 84 years,RATE_PER_100000,14.41,,
496,Mongolia,2019,Female,15 to 29 years,RATE_PER_100000,9.66,,
496,Mongolia,2019,Female,30 to 49 years,RATE_PER_100000,7.09,,
496,Mongolia,2019,Female,65 to 74 years,RATE_PER_100000,4.6,,
496,Mongolia,2019,Male,15 to 19 years,RATE_PER_100000,18.94,,
496,Mongolia,2019,Male,15 to 29 years,RATE_PER_100000,40.38,,
496,Mongolia,2019,Male,55 to 64 years,RATE_PER_100000,28.22,,
496,Mongolia,2019,Male,Total years,RATE_PER_100000,30.741,18.9822,47.2868
508,Mozambique,2019,Total,15 to 24 years,RATE_PER_100000,11.67,,
508,Mozambique,2019,Total,30 to 49 years,RATE_PER_100000,25.24,,
508,Mozambique,2019,Total,55 to 64 years,RATE_PER_100000,49.43,,
508,Mozambique,2019,Total,75 to 84 years,RATE_PER_100000,89.76,,
508,Mozambique,2019,Female,25 to 34 years,RATE_PER_100000,6.68,,
508,Mozambique,2019,Female,55 to 64 years,RATE_PER_100000,19.14,,
508,Mozambique,2019,Female,85 plus years,RATE_PER_100000,88.14,,
508,Mozambique,2019,Male,15 to 19 years,RATE_PER_100000,12.44,,
508,Mozambique,2019,Male,25 to 34 years,RATE_PER_100000,31.73,,
508,Mozambique,2019,Male,35 to 44 years,RATE_PER_100000,43.63,,
508,Mozambique,2019,Male,75 to 84 years,RATE_PER_100000,196.73,,
466,Mali,2019,Male,15 to 19 years,RATE_PER_100000,3.25,,
466,Mali,2019,Male,65 to 74 years,RATE_PER_100000,36.04,,
466,Mali,2019,Male,75 to 84 years,RATE_PER_100000,50.36,,
466,Mali,2019,Male,Total years,RATE_PER_100000,5.26,2.49,10.0257
496,Mongolia,2019,Male,85 plus years,RATE_PER_100000,70.13,,
508,Mozambique,2019,Total,45 to 54 years,RATE_PER_100000,38.34,,
508,Mozambique,2019,Total,85 plus years,RATE_PER_100000,246.09,,
508,Mozambique,2019,Total,Total years,RATE_PER_100000,13.6464,7.81,21.7517
508,Mozambique,2019,Female,65 to 74 years,RATE_PER_100000,25.22,,
508,Mozambique,2019,Female,75 to 84 years,RATE_PER_100000,34.75,,
508,Mozambique,2019,Female,Total years,RATE_PER_100000,5.74,3.06,9.78
478,Mauritania,2019,Total,45 to 54 years,RATE_PER_100000,5.81,,
470,Malta,2019,Total,15 to 19 years,RATE_PER_100000,4.01,,
470,Malta,2019,Total,15 to 24 years,RATE_PER_100000,3.65,,
470,Malta,2019,Total,25 to 34 years,RATE_PER_100000,7.05,,
470,Malta,2019,Total,30 to 49 years,RATE_PER_100000,10.28,,
478,Mauritania,2019,Female,15 to 24 years,RATE_PER_100000,0.98,,
478,Mauritania,2019,Female,45 to 54 years,RATE_PER_100000,4.31,,
480,Mauritius,2019,Total,45 to 54 years,RATE_PER_100000,11.79,,
480,Mauritius,2019,Female,30 to 49 years,RATE_PER_100000,2.79,,
480,Mauritius,2019,Female,85 plus years,RATE_PER_100000,0,,
480,Mauritius,2019,Female,Total years,RATE_PER_100000,2.77,1.92,3.85
480,Mauritius,2019,Male,15 to 29 years,RATE_PER_100000,23.82,,
480,Mauritius,2019,Male,25 to 34 years,RATE_PER_100000,24.66,,
470,Malta,2019,Total,45 to 54 years,RATE_PER_100000,10.38,,
470,Malta,2019,Female,15 to 19 years,RATE_PER_100000,4.53,,
470,Malta,2019,Female,25 to 34 years,RATE_PER_100000,3.11,,
470,Malta,2019,Female,45 to 54 years,RATE_PER_100000,2.76,,
508,Mozambique,2019,Male,85 plus years,RATE_PER_100000,646.03,,
508,Mozambique,2019,Male,Total years,RATE_PER_100000,22.0186,12.8448,34.4377
478,Mauritania,2019,Total,25 to 34 years,RATE_PER_100000,2.95,,
478,Mauritania,2019,Total,65 to 74 years,RATE_PER_100000,23.67,,
470,Malta,2019,Male,30 to 49 years,RATE_PER_100000,15.89,,
470,Malta,2019,Male,45 to 54 years,RATE_PER_100000,17.68,,
470,Malta,2019,Male,Total years,RATE_PER_100000,9.83,7.38,12.7645
104,Myanmar,2019,Total,15 to 19 years,RATE_PER_100000,2.71,,
478,Mauritania,2019,Female,65 to 74 years,RATE_PER_100000,18.78,,
478,Mauritania,2019,Female,75 to 84 years,RATE_PER_100000,26.49,,
478,Mauritania,2019,Female,85 plus years,RATE_PER_100000,59.89,,
478,Mauritania,2019,Female,Total years,RATE_PER_100000,2.21,1.16,3.76
478,Mauritania,2019,Male,15 to 24 years,RATE_PER_100000,2.58,,
478,Mauritania,2019,Male,15 to 29 years,RATE_PER_100000,3.14,,
478,Mauritania,2019,Male,25 to 34 years,RATE_PER_100000,4.63,,
478,Mauritania,2019,Male,45 to 54 years,RATE_PER_100000,7.35,,
480,Mauritius,2019,Total,15 to 24 years,RATE_PER_100000,13.65,,
480,Mauritius,2019,Total,15 to 29 years,RATE_PER_100000,14.04,,
480,Mauritius,2019,Total,30 to 49 years,RATE_PER_100000,11.76,,
480,Mauritius,2019,Total,35 to 44 years,RATE_PER_100000,13.16,,
480,Mauritius,2019,Total,55 to 64 years,RATE_PER_100000,4.74,,
480,Mauritius,2019,Total,65 to 74 years,RATE_PER_100000,11.87,,
480,Mauritius,2019,Female,45 to 54 years,RATE_PER_100000,3.16,,
480,Mauritius,2019,Female,55 to 64 years,RATE_PER_100000,1.11,,
480,Mauritius,2019,Male,15 to 24 years,RATE_PER_100000,21.97,,
480,Mauritius,2019,Male,Total years,RATE_PER_100000,16.328,11.8201,21.8744
454,Malawi,2019,Total,Total years,RATE_PER_100000,5.41,3.3,8.33
454,Malawi,2019,Female,15 to 24 years,RATE_PER_100000,1.33,,
480,Mauritius,2019,Male,30 to 49 years,RATE_PER_100000,20.62,,
480,Mauritius,2019,Male,65 to 74 years,RATE_PER_100000,20.98,,
480,Mauritius,2019,Male,75 to 84 years,RATE_PER_100000,13.54,,
454,Malawi,2019,Total,15 to 24 years,RATE_PER_100000,4.16,,
454,Malawi,2019,Total,30 to 49 years,RATE_PER_100000,7.08,,
454,Malawi,2019,Total,35 to 44 years,RATE_PER_100000,6.67,,
454,Malawi,2019,Total,85 plus years,RATE_PER_100000,173.48,,
454,Malawi,2019,Female,15 to 19 years,RATE_PER_100000,1.24,,
104,Myanmar,2019,Total,25 to 34 years,RATE_PER_100000,4.03,,
104,Myanmar,2019,Total,55 to 64 years,RATE_PER_100000,4.06,,
104,Myanmar,2019,Female,15 to 24 years,RATE_PER_100000,1.17,,
104,Myanmar,2019,Female,55 to 64 years,RATE_PER_100000,1.61,,
104,Myanmar,2019,Female,75 to 84 years,RATE_PER_100000,3.28,,
104,Myanmar,2019,Female,85 plus years,RATE_PER_100000,6.83,,
104,Myanmar,2019,Male,30 to 49 years,RATE_PER_100000,6.41,,
104,Myanmar,2019,Male,45 to 54 years,RATE_PER_100000,5.63,,
104,Myanmar,2019,Male,55 to 64 years,RATE_PER_100000,7.17,,
499,Montenegro,2019,Total,55 to 64 years,RATE_PER_100000,33.98,,
499,Montenegro,2019,Total,65 to 74 years,RATE_PER_100000,38.49,,
499,Montenegro,2019,Female,35 to 44 years,RATE_PER_100000,9.73,,
454,Malawi,2019,Female,85 plus years,RATE_PER_100000,70.38,,
454,Malawi,2019,Female,Total years,RATE_PER_100000,1.71,0.982,2.77
454,Malawi,2019,Male,45 to 54 years,RATE_PER_100000,25.76,,
454,Malawi,2019,Male,55 to 64 years,RATE_PER_100000,47.8,,
458,Malaysia,2019,Total,15 to 29 years,RATE_PER_100000,4.66,,
458,Malaysia,2019,Total,75 to 84 years,RATE_PER_100000,20.65,,
458,Malaysia,2019,Female,15 to 24 years,RATE_PER_100000,1.3,,
458,Malaysia,2019,Female,55 to 64 years,RATE_PER_100000,4.72,,
499,Montenegro,2019,Female,45 to 54 years,RATE_PER_100000,10.53,,
499,Montenegro,2019,Female,55 to 64 years,RATE_PER_100000,14.73,,
499,Montenegro,2019,Female,85 plus years,RATE_PER_100000,45.78,,
499,Montenegro,2019,Female,Total years,RATE_PER_100000,10.4386,7.08,14.7725
499,Montenegro,2019,Male,15 to 19 years,RATE_PER_100000,6.9,,
499,Montenegro,2019,Male,15 to 24 years,RATE_PER_100000,15.76,,
496,Mongolia,2019,Total,15 to 24 years,RATE_PER_100000,20.1,,
496,Mongolia,2019,Total,25 to 34 years,RATE_PER_100000,33.54,,
454,Malawi,2019,Female,15 to 29 years,RATE_PER_100000,1.37,,
454,Malawi,2019,Female,35 to 44 years,RATE_PER_100000,0.67,,
454,Malawi,2019,Female,55 to 64 years,RATE_PER_100000,6.91,,
454,Malawi,2019,Female,75 to 84 years,RATE_PER_100000,26.55,,
454,Malawi,2019,Male,15 to 19 years,RATE_PER_100000,5.08,,
454,Malawi,2019,Male,35 to 44 years,RATE_PER_100000,12.98,,
454,Malawi,2019,Male,85 plus years,RATE_PER_100000,419.83,,
458,Malaysia,2019,Female,75 to 84 years,RATE_PER_100000,12.72,,
458,Malaysia,2019,Female,Total years,RATE_PER_100000,2.3,1.41,3.54
458,Malaysia,2019,Male,15 to 24 years,RATE_PER_100000,6.61,,
458,Malaysia,2019,Male,15 to 29 years,RATE_PER_100000,7.73,,
458,Malaysia,2019,Male,25 to 34 years,RATE_PER_100000,10.7,,
458,Malaysia,2019,Male,35 to 44 years,RATE_PER_100000,10.22,,
516,Namibia,2019,Total,55 to 64 years,RATE_PER_100000,26.47,,
516,Namibia,2019,Total,65 to 74 years,RATE_PER_100000,27.88,,
516,Namibia,2019,Total,85 plus years,RATE_PER_100000,72.22,,
496,Mongolia,2019,Total,45 to 54 years,RATE_PER_100000,23.17,,
496,Mongolia,2019,Total,85 plus years,RATE_PER_100000,26.81,,
496,Mongolia,2019,Female,15 to 19 years,RATE_PER_100000,8.86,,
496,Mongolia,2019,Female,15 to 24 years,RATE_PER_100000,9.58,,
496,Mongolia,2019,Female,85 plus years,RATE_PER_100000,8.19,,
496,Mongolia,2019,Female,Total years,RATE_PER_100000,5.39,3.2,8.38
496,Mongolia,2019,Male,35 to 44 years,RATE_PER_100000,53.58,,
508,Mozambique,2019,Total,15 to 19 years,RATE_PER_100000,9.16,,
508,Mozambique,2019,Total,65 to 74 years,RATE_PER_100000,61.22,,
508,Mozambique,2019,Female,15 to 24 years,RATE_PER_100000,6.31,,
508,Mozambique,2019,Female,15 to 29 years,RATE_PER_100000,6.19,,
508,Mozambique,2019,Female,30 to 49 years,RATE_PER_100000,8.61,,
508,Mozambique,2019,Female,35 to 44 years,RATE_PER_100000,8.79,,
508,Mozambique,2019,Female,45 to 54 years,RATE_PER_100000,12.79,,
508,Mozambique,2019,Male,15 to 24 years,RATE_PER_100000,17.12,,
508,Mozambique,2019,Male,30 to 49 years,RATE_PER_100000,43.87,,
508,Mozambique,2019,Male,55 to 64 years,RATE_PER_100000,90.32,,
478,Mauritania,2019,Total,15 to 24 years,RATE_PER_100000,1.79,,
478,Mauritania,2019,Total,15 to 29 years,RATE_PER_100000,2.11,,
478,Mauritania,2019,Total,35 to 44 years,RATE_PER_100000,3.63,,
478,Mauritania,2019,Total,55 to 64 years,RATE_PER_100000,12.38,,
478,Mauritania,2019,Total,75 to 84 years,RATE_PER_100000,35.85,,
478,Mauritania,2019,Total,Total years,RATE_PER_100000,3.12,1.53,5.82
478,Mauritania,2019,Female,15 to 19 years,RATE_PER_100000,0.85,,
478,Mauritania,2019,Female,25 to 34 years,RATE_PER_100000,1.22,,
478,Mauritania,2019,Female,55 to 64 years,RATE_PER_100000,10.49,,
478,Mauritania,2019,Male,35 to 44 years,RATE_PER_100000,5.36,,
478,Mauritania,2019,Male,75 to 84 years,RATE_PER_100000,50.12,,
478,Mauritania,2019,Male,85 plus years,RATE_PER_100000,133.05,,
480,Mauritius,2019,Total,15 to 19 years,RATE_PER_100000,4.67,,
480,Mauritius,2019,Total,25 to 34 years,RATE_PER_100000,14.07,,
480,Mauritius,2019,Total,85 plus years,RATE_PER_100000,9.16,,
480,Mauritius,2019,Total,Total years,RATE_PER_100000,9.47,6.81,12.7521
480,Mauritius,2019,Female,15 to 24 years,RATE_PER_100000,5.11,,
480,Mauritius,2019,Female,15 to 29 years,RATE_PER_100000,4.05,,
480,Mauritius,2019,Female,25 to 34 years,RATE_PER_100000,3.4,,
480,Mauritius,2019,Female,35 to 44 years,RATE_PER_100000,2.99,,
480,Mauritius,2019,Female,65 to 74 years,RATE_PER_100000,4.22,,
480,Mauritius,2019,Male,15 to 19 years,RATE_PER_100000,6.95,,
480,Mauritius,2019,Male,45 to 54 years,RATE_PER_100000,20.4,,
480,Mauritius,2019,Male,85 plus years,RATE_PER_100000,29.57,,
454,Malawi,2019,Total,15 to 19 years,RATE_PER_100000,3.16,,
454,Malawi,2019,Total,15 to 29 years,RATE_PER_100000,4.6,,
454,Malawi,2019,Total,25 to 34 years,RATE_PER_100000,5.65,,
454,Malawi,2019,Total,45 to 54 years,RATE_PER_100000,14.32,,
454,Malawi,2019,Total,65 to 74 years,RATE_PER_100000,42.95,,
454,Malawi,2019,Total,75 to 84 years,RATE_PER_100000,61.75,,
454,Malawi,2019,Female,25 to 34 years,RATE_PER_100000,1.54,,
